station_event_id,net_number,net_id,specimen_id,verbatim_identification,scientific_name,scientific_name_id,lifestage,sex,size_range,taxonomic_rank,prop_total_sample,sf_proc,prop_sf_proc,catch_count,count_method,flowmeter_volume_filtered_m3,depth_volume_filtered_m3,abundance_m3,preservation_method,comments
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-76,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C4,,,Genus,0.5,<5mm,0.0625,192,,43.8,49.09,4.384,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-77,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C5,female,,Genus,0.5,<5mm,0.0625,128,,43.8,49.09,2.922,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-78,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C5,male,,Genus,0.5,<5mm,0.0625,320,,43.8,49.09,7.306,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-79,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C2,,,Genus,0.5,<5mm,0.0625,64,,43.8,49.09,1.461,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-80,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C3,,,Genus,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-81,Pseudocalanus sp.,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,C3,,,Genus,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-82,Racovitzanus antarcticus,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,C6,female,,Species,0.5,<5mm,0.0625,64,,43.8,49.09,1.461,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-83,Racovitzanus sp.,Racovitzanus,urn:lsid:marinespecies.org:taxname:104227,C3,,,Genus,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-84,Scolecithricella minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,C4,,,Species,0.5,<5mm,0.0625,96,,43.8,49.09,2.192,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-85,Scolecithricella minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,C6,female,,Species,0.5,<5mm,0.0625,96,,43.8,49.09,2.192,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-86,Scolecithricella minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,C5,,,Species,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-87,Siphonophore sp.,Siphonophorae,urn:lsid:marinespecies.org:taxname:1371,larval colony,,,Order,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-88,Spionidae sp.,Spionidae,urn:lsid:marinespecies.org:taxname:913,larva,,,Family,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-89,Themisto pacifica,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,<1mm,,,Species,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-90,Tomopteris sp.,Tomopteris,urn:lsid:marinespecies.org:taxname:129715,juvenile,,,Genus,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-91,Triconia conifera,Triconia conifera,urn:lsid:marinespecies.org:taxname:128957,C5,,,Species,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-92,Triconia conifera,Triconia conifera,urn:lsid:marinespecies.org:taxname:128957,C6,female,,Species,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-93,Trochophore,Trochophore,,trochophore,,,,0.5,<5mm,0.0625,32,,43.8,49.09,0.731,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-94,Aglantha digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,,,,Species,0.5,>10mm,1,6,,43.8,49.09,0.137,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-95,Doliolid sp.,Doliolidae,urn:lsid:marinespecies.org:taxname:137215,,,,Family,0.5,>10mm,1,2,,43.8,49.09,0.046,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-96,Eukrohnia hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,,,,Species,0.5,>10mm,1,40,,43.8,49.09,0.913,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-97,Eusergestes similis,Eusergestes similis,urn:lsid:marinespecies.org:taxname:514127,,,,Species,0.5,>10mm,1,2,,43.8,49.09,0.046,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-98,Parasagitta elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,,,,Species,0.5,>10mm,1,12,,43.8,49.09,0.274,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-99,Phronima sp.,Phronima,urn:lsid:marinespecies.org:taxname:101804,,,,Genus,0.5,>10mm,1,2,,43.8,49.09,0.046,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-100,Pseudosagitta scrippsae,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,,,,Species,0.5,>10mm,1,2,,43.8,49.09,0.046,formalin,
GoA2019-Kaganovsky-7-Bongo,1,GoA2019-Kaganovsky-7-Bongo-1,GoA2019-Kaganovsky-7-Bongo-1-101,Tomopteris septentrionalis,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,,,,Species,0.5,>10mm,1,2,,43.8,49.09,0.046,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-1,Aglantha digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,,,,Species,1,5-10mm,1,21,,47.01,49.09,0.447,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-2,Chelophyes appendiculata,Chelophyes appendiculata,urn:lsid:marinespecies.org:taxname:135417,,,,Species,1,5-10mm,1,4,,47.01,49.09,0.085,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-3,Clio pyramidata,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,,,,Species,1,5-10mm,1,1,,47.01,49.09,0.021,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-4,Cyphocaris challengeri,Cyphocaris challengeri,urn:lsid:marinespecies.org:taxname:428630,,,,Species,1,5-10mm,1,1,,47.01,49.09,0.021,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-5,Eucalanus bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,C5,female,,Species,1,5-10mm,1,4,,47.01,49.09,0.085,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-6,Eucalanus bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,C6,female,,Species,1,5-10mm,1,10,,47.01,49.09,0.213,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-7,Eucalanus bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,C6,male,,Species,1,5-10mm,1,1,,47.01,49.09,0.021,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-8,Eukrohnia hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,,,,Species,1,5-10mm,1,128,,47.01,49.09,2.723,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-9,Euphausia pacifica,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,,,,Species,1,5-10mm,1,1,,47.01,49.09,0.021,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-10,Neocalanus cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,C5,,,Species,1,5-10mm,1,1,,47.01,49.09,0.021,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-11,Neocalanus cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,C4,,,Species,1,5-10mm,1,14,,47.01,49.09,0.298,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-12,Paraeuchaeta elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,C5,male,,Species,1,5-10mm,1,2,,47.01,49.09,0.043,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-13,Paraeuchaeta elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,C6,male,,Species,1,5-10mm,1,2,,47.01,49.09,0.043,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-14,Paraeuchaeta elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,C5,female,,Species,1,5-10mm,1,2,,47.01,49.09,0.043,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-15,Parasagitta elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,,,,Species,1,5-10mm,1,21,,47.01,49.09,0.447,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-16,Phronima sp.,Phronima,urn:lsid:marinespecies.org:taxname:101804,,,,Genus,1,5-10mm,1,1,,47.01,49.09,0.021,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-17,Pseudosagitta scrippsae,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,,,,Species,1,5-10mm,1,4,,47.01,49.09,0.085,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-18,Themisto pacifica,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,,male,,Species,1,5-10mm,1,1,,47.01,49.09,0.021,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-19,Themisto pacifica,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,,female,,Species,1,5-10mm,1,3,,47.01,49.09,0.064,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-20,Thysanoessa longipes,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,,,,Species,1,5-10mm,1,1,,47.01,49.09,0.021,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-21,Tomopteris septentrionalis,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,,,,Species,1,5-10mm,1,2,,47.01,49.09,0.043,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-22,Vibilia sp.,Vibilia,urn:lsid:marinespecies.org:taxname:101812,,,,Genus,1,5-10mm,1,1,,47.01,49.09,0.021,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-23,Aetideus divergens,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,C4,,,Species,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-24,Aetideus divergens,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,C5,female,,Species,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-25,Atlanta sp.,Atlanta,urn:lsid:marinespecies.org:taxname:137687,,,,Genus,1,<5mm,0.03125,96,,47.01,49.09,2.042,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-26,Calanus marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,C4,,,Species,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-27,Calanus marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,C4,,,Species,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-28,Calanus sp.,Calanus,urn:lsid:marinespecies.org:taxname:104152,C1,,,Genus,1,<5mm,0.03125,512,,47.01,49.09,10.891,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-29,Calanus sp.,Calanus,urn:lsid:marinespecies.org:taxname:104152,C2,,,Genus,1,<5mm,0.03125,288,,47.01,49.09,6.126,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-30,Calanus sp.,Calanus,urn:lsid:marinespecies.org:taxname:104152,C3,,,Genus,1,<5mm,0.03125,256,,47.01,49.09,5.446,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-31,Calocalanus styliremis,Calocalanus styliremis,urn:lsid:marinespecies.org:taxname:104673,C5,,,Species,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-32,Chaetognath,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,juvenile,,,Phylum,1,<5mm,0.03125,128,,47.01,49.09,2.723,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-33,Clausocalanus parapergens,Clausocalanus parapergens,urn:lsid:marinespecies.org:taxname:104507,C6,female,,Species,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-34,Clausocalanus sp.,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,C4,,,Genus,1,<5mm,0.03125,288,,47.01,49.09,6.126,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-35,Clausocalanus sp.,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,C5,,,Genus,1,<5mm,0.03125,352,,47.01,49.09,7.488,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-36,Clio sp.,Clio,urn:lsid:marinespecies.org:taxname:137751,,,,Genus,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-37,Copepod nauplius,Copepoda,urn:lsid:marinespecies.org:taxname:1080,nauplius,,,Class,1,<5mm,0.03125,1344,,47.01,49.09,28.59,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-38,Disconchoecia elegans,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,,,,Species,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-39,Eucalanus bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,C5,male,,Species,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-40,Euphausiidae,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,egg,,,Family,1,<5mm,0.03125,128,,47.01,49.09,2.723,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-41,Fritillaria borealis,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,,,,Species,1,<5mm,0.03125,736,,47.01,49.09,15.656,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-42,Gaetanus intermedius,Gaetanus intermedius,urn:lsid:marinespecies.org:taxname:351913,C6,female,,Species,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-43,Gaetanus sp.,Gaetanus,urn:lsid:marinespecies.org:taxname:104121,C2,,,Genus,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-44,Gaetanus sp.,Gaetanus,urn:lsid:marinespecies.org:taxname:104121,C3,,,Genus,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-45,Halocyprididae sp.,Halocyprididae,urn:lsid:marinespecies.org:taxname:127482,<0.5mm,,,Family,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-46,Limacina helicina,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,,,,Species,1,<5mm,0.03125,192,,47.01,49.09,4.084,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-47,Mesocalanus sp.,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,C3,,,Genus,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-48,Mesocalanus sp.,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,C2,,,Genus,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-49,Mesocalanus tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,C4,,,Species,1,<5mm,0.03125,160,,47.01,49.09,3.404,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-50,Mesocalanus tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,C5,,,Species,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-51,Mesocalanus tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,C6,female,,Species,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-52,Metridia pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,C4,,,Species,1,<5mm,0.03125,448,,47.01,49.09,9.53,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-53,Metridia pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,C5,,,Species,1,<5mm,0.03125,192,,47.01,49.09,4.084,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-54,Metridia pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,C6,,,Species,1,<5mm,0.03125,160,,47.01,49.09,3.404,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-55,Metridia sp.,Metridia,urn:lsid:marinespecies.org:taxname:104190,C1,,,Genus,1,<5mm,0.03125,288,,47.01,49.09,6.126,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-56,Metridia sp.,Metridia,urn:lsid:marinespecies.org:taxname:104190,C2,,,Genus,1,<5mm,0.03125,320,,47.01,49.09,6.807,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-57,Metridia sp.,Metridia,urn:lsid:marinespecies.org:taxname:104190,C3,,,Genus,1,<5mm,0.03125,448,,47.01,49.09,9.53,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-58,Microcalanus sp.,Microcalanus,urn:lsid:marinespecies.org:taxname:104164,C5,female,,Genus,1,<5mm,0.03125,32,,47.01,49.09,0.681,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-59,Neocalanus sp.,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,C1,,,Genus,1,<5mm,0.03125,96,,47.01,49.09,2.042,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-60,Neocalanus sp.,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,C2,,,Genus,1,<5mm,0.03125,160,,47.01,49.09,3.404,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-61,Neocalanus sp.,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,C3,,,Genus,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-62,Oikopleura dioica,Oikopleura (Vexillaria) dioica,urn:lsid:marinespecies.org:taxname:103407,,,,Species,1,<5mm,0.03125,96,,47.01,49.09,2.042,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-63,Oithona atlantica,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,C6,female,,Species,1,<5mm,0.03125,64,,47.01,49.09,1.361,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-64,Oithona similis,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,C6,female,,Species,1,<5mm,0.03125,2176,,47.01,49.09,46.288,formalin,
GoA2019-Kaganovsky-8-Bongo,1,GoA2019-Kaganovsky-8-Bongo-1,GoA2019-Kaganovsky-8-Bongo-1-65,Oithona sp.,Oithona,urn:lsid:marinespecies.org:taxname:106485,C5,,,Genus,1,<5mm,0.03125,2208,,47.01,49.09,46.969,formalin,
