station_event_id,original_event_id,catch_id,original_catch_id,verbatim_identification,species_recorded,common_name,scientific_name,scientific_name_id,taxonomic_rank,identified_by,date_identified,lifestage,catch_count,count_method,catch_weight,catch_weight_units,weight_method,comments
IYS2022-Shimada-4-18-Trawl,,IYS2022-Shimada-4-18-Trawl-3,,Gonatus berryi,Berry armhook squid,Berry armhook squid,Gonatus berryi,urn:lsid:marinespecies.org:taxname:341855,species,Alicia Billings,2022-02-25,,1,Total,0.139,kilograms,Total,
IYS2022-Shimada-4-24-Trawl,,IYS2022-Shimada-4-24-Trawl-3,,Gonatus berryi,Berry armhook squid,Berry armhook squid,Gonatus berryi,urn:lsid:marinespecies.org:taxname:341855,species,Alicia Billings,2022-03-01,,0,Total,0,kilograms,Total,
IYS2022-Shimada-4-25-Trawl,,IYS2022-Shimada-4-25-Trawl-2,,Gonatus berryi,Berry armhook squid,Berry armhook squid,Gonatus berryi,urn:lsid:marinespecies.org:taxname:341855,species,Alicia Billings,2022-03-01,,0,Total,0,kilograms,Total,
IYS2022-Shimada-4-26-Trawl,,IYS2022-Shimada-4-26-Trawl-3,,Gonatus berryi,Berry armhook squid,Berry armhook squid,Gonatus berryi,urn:lsid:marinespecies.org:taxname:341855,species,Alicia Billings,2022-03-02,,277,Weight estimated,2.0284,kilograms,Total,
IYS2022-Shimada-4-18-Trawl,,IYS2022-Shimada-4-18-Trawl-4,,Tarletonbeania crenularis,Blue lanternfish,Blue lanternfish,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,species,Alicia Billings,2022-02-25,,1,Total,0.002,kilograms,Total,
IYS2022-Shimada-4-19-Trawl,,IYS2022-Shimada-4-19-Trawl-4,,Tarletonbeania crenularis,Blue lanternfish,Blue lanternfish,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,species,Alicia Billings,2022-02-26,,3,Total,0.005,kilograms,Total,
IYS2022-Shimada-4-21-Trawl,,IYS2022-Shimada-4-21-Trawl-3,,Tarletonbeania crenularis,Blue lanternfish,Blue lanternfish,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,species,Alicia Billings,2022-02-27,,357,Weight estimated,0.822,kilograms,Total,
IYS2022-Shimada-4-24-Trawl,,IYS2022-Shimada-4-24-Trawl-4,,Tarletonbeania crenularis,Blue lanternfish,Blue lanternfish,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,species,Alicia Billings,2022-03-01,,109,Weight estimated,0.294,kilograms,Total,
IYS2022-Shimada-4-26-Trawl,,IYS2022-Shimada-4-26-Trawl-4,,Tarletonbeania crenularis,Blue lanternfish,Blue lanternfish,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,species,Alicia Billings,2022-03-02,,185,Weight estimated,0.536,kilograms,Total,
IYS2022-Shimada-4-27-Trawl,,IYS2022-Shimada-4-27-Trawl-2,,Tarletonbeania crenularis,Blue lanternfish,Blue lanternfish,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,species,Alicia Billings,2022-03-04,,238,Weight estimated,0.814,kilograms,Total,
IYS2022-Shimada-4-24-Trawl,,IYS2022-Shimada-4-24-Trawl-5,,Onychoteuthis borealijaponica,Boreal clubhook squid,Boreal clubhook squid,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,species,Alicia Billings,2022-03-01,,5,Total,0.201,kilograms,Total,
IYS2022-Shimada-4-25-Trawl,,IYS2022-Shimada-4-25-Trawl-3,,Onychoteuthis borealijaponica,Boreal clubhook squid,Boreal clubhook squid,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,species,Alicia Billings,2022-03-01,,3,Total,0.141,kilograms,Total,
IYS2022-Shimada-4-26-Trawl,,IYS2022-Shimada-4-26-Trawl-5,,Onychoteuthis borealijaponica,Boreal clubhook squid,Boreal clubhook squid,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,species,Alicia Billings,2022-03-02,,10,Total,0.839,kilograms,Total,
IYS2022-Shimada-4-28-Trawl,,IYS2022-Shimada-4-28-Trawl-1,,Onychoteuthis borealijaponica,Boreal clubhook squid,Boreal clubhook squid,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,species,Alicia Billings,2022-03-04,,1,Total,0.066,kilograms,Total,
IYS2022-Shimada-4-11-Trawl,,IYS2022-Shimada-4-11-Trawl-1,,Gonatopsis borealis,Boreopacific armhook squid,Boreopacific armhook squid,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,species,Alicia Billings,2022-02-16,,1,Total,0.09,kilograms,Total,
IYS2022-Shimada-4-13-Trawl,,IYS2022-Shimada-4-13-Trawl-2,,Gonatopsis borealis,Boreopacific armhook squid,Boreopacific armhook squid,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,species,Alicia Billings,2022-02-22,,105,Weight estimated,0.313,kilograms,Total,
IYS2022-Shimada-4-15-Trawl,,IYS2022-Shimada-4-15-Trawl-5,,Gonatopsis borealis,Boreopacific armhook squid,Boreopacific armhook squid,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,species,Alicia Billings,2022-02-23,,5,Total,0.149,kilograms,Total,
IYS2022-Shimada-4-21-Trawl,,IYS2022-Shimada-4-21-Trawl-4,,Gonatopsis borealis,Boreopacific armhook squid,Boreopacific armhook squid,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,species,Alicia Billings,2022-02-27,,6,Total,0.222,kilograms,Total,
IYS2022-Shimada-4-26-Trawl,,IYS2022-Shimada-4-26-Trawl-6,,Gonatopsis borealis,Boreopacific armhook squid,Boreopacific armhook squid,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,species,Alicia Billings,2022-03-02,,16,Weight estimated,0.777,kilograms,Total,
IYS2022-Shimada-4-27-Trawl,,IYS2022-Shimada-4-27-Trawl-3,,Gonatopsis borealis,Boreopacific armhook squid,Boreopacific armhook squid,Gonatopsis borealis,urn:lsid:marinespecies.org:taxname:342326,species,Alicia Billings,2022-03-04,,21,Total,1.65,kilograms,Total,
IYS2022-Shimada-4-22-Trawl,,IYS2022-Shimada-4-22-Trawl-3,,Oncorhynchus tshawytscha,Chinook salmon,Chinook salmon,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,species,Laurie Weitkamp,2022-02-27,immature,5,Total,5.4,kilograms,Total,
IYS2022-Shimada-4-26-Trawl,,IYS2022-Shimada-4-26-Trawl-7,,Oncorhynchus tshawytscha,Chinook salmon,Chinook salmon,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,species,Laurie Weitkamp,2022-03-02,immature,1,Total,0.76,kilograms,Total,
IYS2022-Shimada-4-11-Trawl,,IYS2022-Shimada-4-11-Trawl-2,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-02-16,,4,Total,1.257,kilograms,Total,
IYS2022-Shimada-4-12-Trawl,,IYS2022-Shimada-4-12-Trawl-3,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-02-21,,1,Total,0.263,kilograms,Total,INCOMPLETE
IYS2022-Shimada-4-14-Trawl,,IYS2022-Shimada-4-14-Trawl-4,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-02-22,,1,Total,0.092,kilograms,Total,
IYS2022-Shimada-4-16-Trawl,,IYS2022-Shimada-4-16-Trawl-3,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-02-23,,1,Total,0.407,kilograms,Total,
IYS2022-Shimada-4-17-Trawl,,IYS2022-Shimada-4-17-Trawl-3,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-02-24,,4,Total,1.358,kilograms,Total,
IYS2022-Shimada-4-18-Trawl,,IYS2022-Shimada-4-18-Trawl-5,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-02-25,,15,Weight estimated,6.574,kilograms,Total,
IYS2022-Shimada-4-19-Trawl,,IYS2022-Shimada-4-19-Trawl-5,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-02-26,,173,Weight estimated,42.22,kilograms,Total,ESTIMATED
IYS2022-Shimada-4-20-Trawl,,IYS2022-Shimada-4-20-Trawl-3,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-02-26,,2,Total,0.132,kilograms,Total,
IYS2022-Shimada-4-23-Trawl,,IYS2022-Shimada-4-23-Trawl-3,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-02-28,,1,Total,0.094,kilograms,Total,
IYS2022-Shimada-4-24-Trawl,,IYS2022-Shimada-4-24-Trawl-6,,Chrysaora melanaster,Chrysaora melanaster,Northern sea nettle,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,species,Alicia Billings,2022-03-01,,7,Weight estimated,0.572,kilograms,Total,
IYS2022-Shimada-4-19-Trawl,,IYS2022-Shimada-4-19-Trawl-6,,Oncorhynchus keta,Chum salmon,Chum salmon,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,species,Laurie Weitkamp,2022-02-26,immature,1,Total,1.31,kilograms,Total,
IYS2022-Shimada-4-20-Trawl,,IYS2022-Shimada-4-20-Trawl-4,,Oncorhynchus keta,Chum salmon,Chum salmon,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,species,Laurie Weitkamp,2022-02-26,immature,11,Total,14.89,kilograms,Total,
IYS2022-Shimada-4-21-Trawl,,IYS2022-Shimada-4-21-Trawl-5,,Oncorhynchus keta,Chum salmon,Chum salmon,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,species,Laurie Weitkamp,2022-02-27,immature,8,Total,10.31,kilograms,Total,
IYS2022-Shimada-4-22-Trawl,,IYS2022-Shimada-4-22-Trawl-4,,Oncorhynchus keta,Chum salmon,Chum salmon,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,species,Laurie Weitkamp,2022-02-27,immature,29,Total,14.98,kilograms,Total,
IYS2022-Shimada-4-24-Trawl,,IYS2022-Shimada-4-24-Trawl-7,,Oncorhynchus keta,Chum salmon,Chum salmon,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,species,Laurie Weitkamp,2022-03-01,immature,1,Total,1.08,kilograms,Total,
IYS2022-Shimada-4-25-Trawl,,IYS2022-Shimada-4-25-Trawl-4,,Oncorhynchus keta,Chum salmon,Chum salmon,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,species,Laurie Weitkamp,2022-03-01,immature,7,Total,2.649,kilograms,Total,
IYS2022-Shimada-4-26-Trawl,,IYS2022-Shimada-4-26-Trawl-8,,Oncorhynchus keta,Chum salmon,Chum salmon,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,species,Laurie Weitkamp,2022-03-02,immature,2,Total,0.38,kilograms,Total,
IYS2022-Shimada-4-27-Trawl,,IYS2022-Shimada-4-27-Trawl-4,,Oncorhynchus keta,Chum salmon,Chum salmon,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,species,Laurie Weitkamp,2022-03-04,immature,2,Total,4.08,kilograms,Total,
IYS2022-Shimada-4-3-Trawl,,IYS2022-Shimada-4-3-Trawl-3,,Oncorhynchus keta,Chum salmon,Chum salmon,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,species,Jim Murphy,2022-02-10,immature,3,Total,1.8,kilograms,Total,
IYS2022-Shimada-4-21-Trawl,,IYS2022-Shimada-4-21-Trawl-6,,Oncorhynchus kisutch,Coho salmon,Coho salmon,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,species,Laurie Weitkamp,2022-02-27,immature,4,Total,2.04,kilograms,Total,
IYS2022-Shimada-4-25-Trawl,,IYS2022-Shimada-4-25-Trawl-5,,Oncorhynchus kisutch,Coho salmon,Coho salmon,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,species,Laurie Weitkamp,2022-03-01,immature,1,Total,0.43,kilograms,Total,
IYS2022-Shimada-4-26-Trawl,,IYS2022-Shimada-4-26-Trawl-9,,Oncorhynchus kisutch,Coho salmon,Coho salmon,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,species,Laurie Weitkamp,2022-03-02,immature,5,Total,4.75,kilograms,Total,
IYS2022-Shimada-4-17-Trawl,,IYS2022-Shimada-4-17-Trawl-4,,Cyanea,Cyanea sp.,Lion's mane jellyfish,Cyanea,urn:lsid:marinespecies.org:taxname:135259,genus,Alicia Billings,2022-02-24,,1,Total,1.809,kilograms,Total,
IYS2022-Shimada-4-13-Trawl,,IYS2022-Shimada-4-13-Trawl-3,,Euphausiidae,Euphausiid unident.,krill,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,family,Alicia Billings,2022-02-22,,41,Total,0.013,kilograms,Total,
IYS2022-Shimada-4-15-Trawl,,IYS2022-Shimada-4-15-Trawl-6,,Euphausiidae,Euphausiid unident.,krill,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,family,Alicia Billings,2022-02-23,,17,Total,0.001,kilograms,Total,
IYS2022-Shimada-4-18-Trawl,,IYS2022-Shimada-4-18-Trawl-6,,Euphausiidae,Euphausiid unident.,krill,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,family,Alicia Billings,2022-02-25,,3,Total,0.001,kilograms,Total,
IYS2022-Shimada-4-21-Trawl,,IYS2022-Shimada-4-21-Trawl-7,,Euphausiidae,Euphausiid unident.,krill,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,family,Alicia Billings,2022-02-27,,0,Total,0,kilograms,Total,
IYS2022-Shimada-4-24-Trawl,,IYS2022-Shimada-4-24-Trawl-8,,Euphausiidae,Euphausiid unident.,krill,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,family,Alicia Billings,2022-03-01,,0,Total,0,kilograms,Total,
IYS2022-Shimada-4-17-Trawl,,IYS2022-Shimada-4-17-Trawl-5,,Actinopterygii,Fish larvae unident.,Ray-finned fish,Actinopterygii,urn:lsid:marinespecies.org:taxname:10194,class,Alicia Billings,2022-02-24,larvae,1,Total,0.001,kilograms,Total,
IYS2022-Shimada-4-24-Trawl,,IYS2022-Shimada-4-24-Trawl-9,,Gonatopsis,Gonatopsis sp.,Armhook squid,Gonatopsis,urn:lsid:marinespecies.org:taxname:341428,genus,Alicia Billings,2022-03-01,juvenile,0,Total,0,kilograms,Total,
IYS2022-Shimada-4-25-Trawl,,IYS2022-Shimada-4-25-Trawl-6,,Gonatopsis,Gonatopsis sp.,Armhook squid,Gonatopsis,urn:lsid:marinespecies.org:taxname:341428,genus,Alicia Billings,2022-03-01,juvenile,1,Total,0.101,kilograms,Total,
IYS2022-Shimada-4-26-Trawl,,IYS2022-Shimada-4-26-Trawl-10,,Gonatopsis,Gonatopsis sp.,Armhook squid,Gonatopsis,urn:lsid:marinespecies.org:taxname:341428,genus,Alicia Billings,2022-03-02,juvenile,981,Weight estimated,6.8229,kilograms,Total,
IYS2022-Shimada-4-27-Trawl,,IYS2022-Shimada-4-27-Trawl-5,,Gonatopsis,Gonatopsis sp.,Armhook squid,Gonatopsis,urn:lsid:marinespecies.org:taxname:341428,genus,Alicia Billings,2022-03-04,juvenile,17,Weight estimated,2.037,kilograms,Total,
IYS2022-Shimada-4-11-Trawl,,IYS2022-Shimada-4-11-Trawl-3,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-02-16,juvenile,3,Total,0.016,kilograms,Total,
IYS2022-Shimada-4-12-Trawl,,IYS2022-Shimada-4-12-Trawl-4,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-02-21,juvenile,26,Total,0.116,kilograms,Total,
IYS2022-Shimada-4-14-Trawl,,IYS2022-Shimada-4-14-Trawl-5,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-02-22,juvenile,9,Total,0.052,kilograms,Total,
IYS2022-Shimada-4-15-Trawl,,IYS2022-Shimada-4-15-Trawl-7,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-02-23,juvenile,215,Weight estimated,0.28,kilograms,Total,
IYS2022-Shimada-4-16-Trawl,,IYS2022-Shimada-4-16-Trawl-4,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-02-23,juvenile,31,Weight estimated,0.194,kilograms,Total,
IYS2022-Shimada-4-18-Trawl,,IYS2022-Shimada-4-18-Trawl-7,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-02-25,juvenile,6,Total,0.059,kilograms,Total,
IYS2022-Shimada-4-19-Trawl,,IYS2022-Shimada-4-19-Trawl-7,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-02-26,juvenile,6,Total,0.014,kilograms,Total,
IYS2022-Shimada-4-20-Trawl,,IYS2022-Shimada-4-20-Trawl-5,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-02-26,juvenile,2,Total,0.02,kilograms,Total,
IYS2022-Shimada-4-21-Trawl,,IYS2022-Shimada-4-21-Trawl-8,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-02-27,juvenile,1,Total,0.138,kilograms,Total,
IYS2022-Shimada-4-24-Trawl,,IYS2022-Shimada-4-24-Trawl-10,,Gonatus,Gonatus sp.,Armhook squid,Gonatus,urn:lsid:marinespecies.org:taxname:138036,genus,Alicia Billings,2022-03-01,juvenile,5,Total,0.749,kilograms,Total,"SOME SORT OF ARMHOOK, KEPT AND SEE PHOTOS"
IYS2022-Shimada-4-23-Trawl,,IYS2022-Shimada-4-23-Trawl-4,,Heteropoda,Heteropoda,Sea elephant,Heteropoda,urn:lsid:marinespecies.org:taxname:14775,genus,Alicia Billings,2022-02-28,,1,Total,0.039,kilograms,Total,
IYS2022-Shimada-4-11-Trawl,,IYS2022-Shimada-4-11-Trawl-4,,Hormiphora cucumis,Hormiphora cucumis,Comb jelly,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,species,Alicia Billings,2022-02-16,,2,Total,0.035,kilograms,Total,
IYS2022-Shimada-4-12-Trawl,,IYS2022-Shimada-4-12-Trawl-5,,Icichthys lockingtoni,Medusafish,Medusafish,Icichthys lockingtoni,urn:lsid:marinespecies.org:taxname:279354,species,Alicia Billings,2022-02-21,juvenile,1,Total,0.007,kilograms,Total,
IYS2022-Shimada-4-11-Trawl,,IYS2022-Shimada-4-11-Trawl-5,,Berryteuthis anonychus,Minimal armhook squid,Minimal armhook squid,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,species,Alicia Billings,2022-02-16,,8,Total,0.003,kilograms,Total,
IYS2022-Shimada-4-12-Trawl,,IYS2022-Shimada-4-12-Trawl-6,,Heterobranchia,Mollusk unident.,Pelagic mollusc,Heterobranchia,urn:lsid:marinespecies.org:taxname:14712,subclass,Alicia Billings,2022-02-21,,1,Total,0.076,kilograms,Total,PICTURE AND SPECIMEN TAKEN
IYS2022-Shimada-4-1-Trawl,,IYS2022-Shimada-4-1-Trawl-3,,Anotopterus nikparini,North Pacific Daggertooth,North Pacific Daggertooth,Anotopterus nikparini,urn:lsid:marinespecies.org:taxname:272040,species,Jim Murphy,2022-02-05,,1,Total,0.018,kilograms,Total,
IYS2022-Shimada-4-28-Trawl,,IYS2022-Shimada-4-28-Trawl-2,,Sardinops sagax,Pacific sardine,Pacific sardine,Sardinops sagax,urn:lsid:marinespecies.org:taxname:217452,species,Alicia Billings,2022-03-04,,1,Total,0.032,kilograms,Total,
IYS2022-Shimada-4-10-Trawl,,IYS2022-Shimada-4-10-Trawl-2,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-15,,3,Total,0.92,kilograms,Total,
IYS2022-Shimada-4-11-Trawl,,IYS2022-Shimada-4-11-Trawl-6,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-16,,1,Total,0.177,kilograms,Total,
IYS2022-Shimada-4-12-Trawl,,IYS2022-Shimada-4-12-Trawl-7,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-21,,5,Total,2.814,kilograms,Total,
IYS2022-Shimada-4-13-Trawl,,IYS2022-Shimada-4-13-Trawl-4,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-22,,2,Total,0.12,kilograms,Total,
IYS2022-Shimada-4-14-Trawl,,IYS2022-Shimada-4-14-Trawl-6,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-22,,1,Total,0.168,kilograms,Total,
IYS2022-Shimada-4-16-Trawl,,IYS2022-Shimada-4-16-Trawl-5,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-23,,1,Total,0.021,kilograms,Total,INCOMPLETE
IYS2022-Shimada-4-17-Trawl,,IYS2022-Shimada-4-17-Trawl-6,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-24,,5,Weight estimated,0.619,kilograms,Total,
IYS2022-Shimada-4-18-Trawl,,IYS2022-Shimada-4-18-Trawl-8,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-25,,2,Total,0.116,kilograms,Total,
IYS2022-Shimada-4-21-Trawl,,IYS2022-Shimada-4-21-Trawl-9,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-27,,0,Total,15.09,kilograms,Total,
IYS2022-Shimada-4-22-Trawl,,IYS2022-Shimada-4-22-Trawl-5,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-27,,21,Weight estimated,20.58,kilograms,Total,
IYS2022-Shimada-4-23-Trawl,,IYS2022-Shimada-4-23-Trawl-5,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-02-28,,20,Weight estimated,15.06,kilograms,Total,
IYS2022-Shimada-4-24-Trawl,,IYS2022-Shimada-4-24-Trawl-11,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Alicia Billings,2022-03-01,,1,Total,4.01,kilograms,Total,
IYS2022-Shimada-4-3-Trawl,,IYS2022-Shimada-4-3-Trawl-4,,Phacellophora camtchatica,Phacellophora camtchatica,Fried egg jellyfish,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,species,Jim Murphy,2022-02-10,,4,Total,6.35,kilograms,Total,
IYS2022-Shimada-4-20-Trawl,,IYS2022-Shimada-4-20-Trawl-6,,Oncorhynchus gorbuscha,Pink salmon,Pink salmon,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,species,Laurie Weitkamp,2022-02-26,immature,1,Total,0.39,kilograms,Total,
IYS2022-Shimada-4-22-Trawl,,IYS2022-Shimada-4-22-Trawl-6,,Oncorhynchus gorbuscha,Pink salmon,Pink salmon,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,species,Laurie Weitkamp,2022-02-27,immature,2,Total,0.56,kilograms,Total,
IYS2022-Shimada-4-25-Trawl,,IYS2022-Shimada-4-25-Trawl-7,,Oncorhynchus gorbuscha,Pink salmon,Pink salmon,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,species,Laurie Weitkamp,2022-03-01,immature,8,Total,1.758,kilograms,Total,
IYS2022-Shimada-4-26-Trawl,,IYS2022-Shimada-4-26-Trawl-11,,Oncorhynchus gorbuscha,Pink salmon,Pink salmon,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,species,Laurie Weitkamp,2022-03-02,immature,2,Total,0.44,kilograms,Total,
IYS2022-Shimada-4-18-Trawl,,IYS2022-Shimada-4-18-Trawl-9,,Zaprora silenus,Prowfish,Prowfish,Zaprora silenus,urn:lsid:marinespecies.org:taxname:254353,species,Alicia Billings,2022-02-25,adult,1,Total,0.409,kilograms,Total,
IYS2022-Shimada-4-27-Trawl,,IYS2022-Shimada-4-27-Trawl-6,,Lamna ditropis,Salmon shark,Salmon shark,Lamna ditropis,urn:lsid:marinespecies.org:taxname:271421,species,Sabrina Garcia,2022-03-04,adult,1,Total,116.85,kilograms,Total,WEIGHT ESTIMATED USING PRECAUDAL LENGTH FOR A FEMALE SPECIFIC LENGTH REGRESSION - 8.2 10-5 X L EXP 2.759
IYS2022-Shimada-4-13-Trawl,,IYS2022-Shimada-4-13-Trawl-5,,Salpidae,Salps unident.,sea grape,Salpidae,urn:lsid:marinespecies.org:taxname:137217,family,Alicia Billings,2022-02-22,,16,Total,0.019,kilograms,Total,
IYS2022-Shimada-4-14-Trawl,,IYS2022-Shimada-4-14-Trawl-7,,Salpidae,Salps unident.,sea grape,Salpidae,urn:lsid:marinespecies.org:taxname:137217,family,Alicia Billings,2022-02-22,,2,Total,0.003,kilograms,Total,
IYS2022-Shimada-4-15-Trawl,,IYS2022-Shimada-4-15-Trawl-8,,Salpidae,Salps unident.,sea grape,Salpidae,urn:lsid:marinespecies.org:taxname:137217,family,Alicia Billings,2022-02-23,,4,Total,0.008,kilograms,Total,
IYS2022-Shimada-4-16-Trawl,,IYS2022-Shimada-4-16-Trawl-6,,Salpidae,Salps unident.,sea grape,Salpidae,urn:lsid:marinespecies.org:taxname:137217,family,Alicia Billings,2022-02-23,,3,Total,0.005,kilograms,Total,
IYS2022-Shimada-4-18-Trawl,,IYS2022-Shimada-4-18-Trawl-10,,Salpidae,Salps unident.,sea grape,Salpidae,urn:lsid:marinespecies.org:taxname:137217,family,Alicia Billings,2022-02-25,,2,Total,0.006,kilograms,Total,
