Station_Event_ID,Catch_ID,Species_recorded,Scientific_Name,Taxonomic_rank,Lifestage,common_name,identifiedBy,dateIdentified,Catch_weight,Catch_weight_units,Weight_method,Catch_count,Count_method,Catch_volume,Catch_volume_units,Comments
IYS2022-TINRO-3-18-Trawl,IYS2022-TINRO-3-18-Trawl-125,NA,Chrysaora melanaster,species,adult,NA,Aleksey Somov,2022-03-11,4.81,Kilograms,Total,69,Total,NA,NA,NA
IYS2022-TINRO-3-18-Trawl,IYS2022-TINRO-3-18-Trawl-126,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-11,0.695,Kilograms,Total,5,Total,NA,NA,NA
IYS2022-TINRO-3-18-Trawl,IYS2022-TINRO-3-18-Trawl-127,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-11,1.07,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-18-Trawl,IYS2022-TINRO-3-18-Trawl-128,NA,Aurelia limbata,species,adult,NA,Aleksey Somov,2022-03-11,0.11,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-18-Trawl,IYS2022-TINRO-3-18-Trawl-129,NA,Gonatus madokai,species,adult,NA,Aleksey Somov,2022-03-11,0.12,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-18-Trawl,IYS2022-TINRO-3-18-Trawl-130,NA,Gasterosteus aculeatus,species,adult,NA,Aleksey Somov,2022-03-11,0.29,Kilograms,Total,54,Total,NA,NA,NA
IYS2022-TINRO-3-18-Trawl,IYS2022-TINRO-3-18-Trawl-131,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-11,2.915,Kilograms,Total,4,Total,NA,NA,NA
IYS2022-TINRO-3-18-Trawl,IYS2022-TINRO-3-18-Trawl-132,NA,Oncorhynchus tschawytscha,species,immature,Chinook Salmon,Aleksey Somov,2022-03-11,1.153,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-19-Trawl,IYS2022-TINRO-3-19-Trawl-133,NA,Gasterosteus aculeatus,species,adult,NA,Aleksey Somov,2022-03-12,0.046,Kilograms,Total,10,Total,NA,NA,NA
IYS2022-TINRO-3-19-Trawl,IYS2022-TINRO-3-19-Trawl-134,NA,Chrysaora melanaster,species,adult,NA,Aleksey Somov,2022-03-12,0.232,Kilograms,Total,5,Total,NA,NA,NA
IYS2022-TINRO-3-19-Trawl,IYS2022-TINRO-3-19-Trawl-135,NA,Aurelia labiata,species,adult,NA,Aleksey Somov,2022-03-12,0.268,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-19-Trawl,IYS2022-TINRO-3-19-Trawl-136,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-12,2.474,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-19-Trawl,IYS2022-TINRO-3-19-Trawl-137,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-12,0.342,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-20-Trawl,IYS2022-TINRO-3-20-Trawl-138,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-12,4.27,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-20-Trawl,IYS2022-TINRO-3-20-Trawl-139,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-12,72.3,Kilograms,Total,23,Weight estimate,NA,NA,NA
IYS2022-TINRO-3-20-Trawl,IYS2022-TINRO-3-20-Trawl-140,NA,Salpa aspera,species,adult,NA,Aleksey Somov,2022-03-12,0.218,Kilograms,Total,22,Weight estimate,NA,NA,NA
IYS2022-TINRO-3-20-Trawl,IYS2022-TINRO-3-20-Trawl-141,NA,Gonatus kamtschaticus,species,adult,NA,Aleksey Somov,2022-03-12,0.004,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-20-Trawl,IYS2022-TINRO-3-20-Trawl-142,NA,Onychoteuthis borealijaponica,species,adult,NA,Aleksey Somov,2022-03-12,0.55,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-20-Trawl,IYS2022-TINRO-3-20-Trawl-143,NA,Tarletonbeania crenularis,species,adult,NA,Aleksey Somov,2022-03-12,0.052,Kilograms,Total,29,Total,NA,NA,NA
IYS2022-TINRO-3-20-Trawl,IYS2022-TINRO-3-20-Trawl-144,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-12,0.514,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-20-Trawl,IYS2022-TINRO-3-20-Trawl-145,NA,Oncorhynchus kisutch,species,immature,Coho Salmon,Aleksey Somov,2022-03-12,1.751,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-20-Trawl,IYS2022-TINRO-3-20-Trawl-146,NA,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-12,3.601,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-21-Trawl,IYS2022-TINRO-3-21-Trawl-147,NA,Aurelia limbata,species,adult,NA,Aleksey Somov,2022-03-13,0.057,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-21-Trawl,IYS2022-TINRO-3-21-Trawl-148,NA,Chrysaora melanaster,species,adult,NA,Aleksey Somov,2022-03-13,0.245,Kilograms,Total,4,Total,NA,NA,NA
IYS2022-TINRO-3-21-Trawl,IYS2022-TINRO-3-21-Trawl-149,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-13,1.07,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-21-Trawl,IYS2022-TINRO-3-21-Trawl-150,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-13,0.159,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-22-Trawl,IYS2022-TINRO-3-22-Trawl-151,NA,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-14,0.585,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-22-Trawl,IYS2022-TINRO-3-22-Trawl-152,NA,Oncorhynchus keta,species,Juvenile,Chum Salmon,Aleksey Somov,2022-03-14,0.175,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-22-Trawl,IYS2022-TINRO-3-22-Trawl-153,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-14,5.431,Kilograms,Total,12,Total,NA,NA,NA
IYS2022-TINRO-3-22-Trawl,IYS2022-TINRO-3-22-Trawl-154,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-14,2.685,Kilograms,Total,12,Total,NA,NA,NA
IYS2022-TINRO-3-23-Trawl,IYS2022-TINRO-3-23-Trawl-155,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-15,85.16,Kilograms,Total,177,Total,NA,NA,NA
IYS2022-TINRO-3-23-Trawl,IYS2022-TINRO-3-23-Trawl-156,NA,Boreoteuthis borealis,species,adult,NA,Aleksey Somov,2022-03-15,0.099,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-23-Trawl,IYS2022-TINRO-3-23-Trawl-157,NA,Aurelia labiata,species,adult,NA,Aleksey Somov,2022-03-15,0.28,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-23-Trawl,IYS2022-TINRO-3-23-Trawl-158,NA,Tarletonbeania crenularis,species,adult,NA,Aleksey Somov,2022-03-15,0.004,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-23-Trawl,IYS2022-TINRO-3-23-Trawl-159,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-15,8.479,Kilograms,Total,18,Total,NA,NA,NA
IYS2022-TINRO-3-23-Trawl,IYS2022-TINRO-3-23-Trawl-160,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-15,0.229,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-24-Trawl,IYS2022-TINRO-3-24-Trawl-161,NA,Onychoteuthis borealijaponica,species,adult,NA,Aleksey Somov,2022-03-15,0.199,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-24-Trawl,IYS2022-TINRO-3-24-Trawl-162,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-15,0.714,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-24-Trawl,IYS2022-TINRO-3-24-Trawl-163,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-15,1.079,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-24-Trawl,IYS2022-TINRO-3-24-Trawl-164,NA,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-15,3.135,Kilograms,Total,4,Total,NA,NA,NA
IYS2022-TINRO-3-24-Trawl,IYS2022-TINRO-3-24-Trawl-165,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-15,0.257,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-24-Trawl,IYS2022-TINRO-3-24-Trawl-166,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-15,0.467,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-24-Trawl,IYS2022-TINRO-3-24-Trawl-167,NA,Oncorhynchus keta,species,Juvenile,Chum Salmon,Aleksey Somov,2022-03-15,0.407,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-168,NA,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-08,0.781,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-25-Trawl,IYS2022-TINRO-3-25-Trawl-169,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-16,1.75,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-25-Trawl,IYS2022-TINRO-3-25-Trawl-170,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-16,10.48,Kilograms,Total,6,Total,NA,NA,NA
IYS2022-TINRO-3-25-Trawl,IYS2022-TINRO-3-25-Trawl-171,NA,Tarletonbeania crenularis,species,adult,NA,Aleksey Somov,2022-03-16,0.027,Kilograms,Total,10,Total,NA,NA,NA
IYS2022-TINRO-3-25-Trawl,IYS2022-TINRO-3-25-Trawl-172,NA,Boreoteuthis borealis,species,adult,NA,Aleksey Somov,2022-03-16,0.031,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-25-Trawl,IYS2022-TINRO-3-25-Trawl-173,NA,Onychoteuthis borealijaponica,species,adult,NA,Aleksey Somov,2022-03-16,0.344,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-25-Trawl,IYS2022-TINRO-3-25-Trawl-174,NA,Okutania anonycha,species,adult,NA,Aleksey Somov,2022-03-16,0.017,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-25-Trawl,IYS2022-TINRO-3-25-Trawl-175,NA,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-16,3.545,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-25-Trawl,IYS2022-TINRO-3-25-Trawl-176,NA,Oncorhynchus kisutch,species,immature,Coho Salmon,Aleksey Somov,2022-03-16,1.572,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-25-Trawl,IYS2022-TINRO-3-25-Trawl-177,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-16,5.954,Kilograms,Total,10,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-178,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-17,1.96,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-179,NA,Onychoteuthis borealijaponica,species,adult,NA,Aleksey Somov,2022-03-17,0.125,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-180,NA,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-17,24.910999999999998,Kilograms,Total,30,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-181,NA,Oncorhynchus keta,species,Juvenile,Chum Salmon,Aleksey Somov,2022-03-17,4.486,Kilograms,Total,27,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-182,NA,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-17,0.829,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-183,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-17,36.164,Kilograms,Total,62,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-184,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-17,0.355,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-185,NA,Oncorhynchus gorbuscha,species,adult,Pink Salmon,Aleksey Somov,2022-03-17,1.61,Kilograms,Total,6,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-186,NA,Oncorhynchus gorbuscha,species,Juvenile,Pink Salmon,Aleksey Somov,2022-03-17,0.9319999999999999,Kilograms,Total,5,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-187,NA,Oncorhynchus kisutch,species,Juvenile,Coho Salmon,Aleksey Somov,2022-03-17,0.167,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-26-Trawl,IYS2022-TINRO-3-26-Trawl-188,NA,Oncorhynchus kisutch,species,immature,Coho Salmon,Aleksey Somov,2022-03-17,0.452,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-189,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-17,2.7,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-190,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-17,5.65,Kilograms,Total,6,Total,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-191,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-17,0.391,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-192,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-17,0.826,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-193,NA,Oncorhynchus kisutch,species,Juvenile,Coho Salmon,Aleksey Somov,2022-03-17,0.212,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-27-Trawl,IYS2022-TINRO-3-27-Trawl-194,NA,Oncorhynchus gorbuscha,species,adult,Pink Salmon,Aleksey Somov,2022-03-17,0.486,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-195,NA,Gonatus kamtschaticus,species,adult,NA,Aleksey Somov,2022-03-18,0.144,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-196,NA,Gasterosteus aculeatus,species,adult,NA,Aleksey Somov,2022-03-18,0.023,Kilograms,Total,5,Total,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-197,NA,Okutania anonycha,species,adult,NA,Aleksey Somov,2022-03-18,3.104,Kilograms,Total,647,Weight estimate,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-198,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-18,3.93,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-199,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-18,4.69,Kilograms,Total,14,Total,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-200,NA,Aurelia labiata,species,adult,NA,Aleksey Somov,2022-03-18,0.525,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-201,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-18,0.924,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-202,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-18,0.872,Kilograms,Total,5,Total,NA,NA,NA
IYS2022-TINRO-3-28-Trawl,IYS2022-TINRO-3-28-Trawl-203,NA,Oncorhynchus kisutch,species,immature,Coho Salmon,Aleksey Somov,2022-03-18,0.351,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-204,NA,Boreoteuthis borealis,species,adult,NA,Aleksey Somov,2022-03-19,0.682,Kilograms,Total,7,Total,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-205,NA,Aurelia labiata,species,adult,NA,Aleksey Somov,2022-03-19,0.809,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-206,NA,Tarletonbeania crenularis,species,adult,NA,Aleksey Somov,2022-03-19,0.002,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-207,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-19,4.242,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-208,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-19,21.66,Kilograms,Total,43,Total,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-209,NA,Oncorhynchus gorbuscha,species,adult,Pink Salmon,Aleksey Somov,2022-03-19,0.269,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-210,NA,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-19,1.684,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-211,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-19,2.7969999999999997,Kilograms,Total,15,Total,NA,NA,NA
IYS2022-TINRO-3-29-Trawl,IYS2022-TINRO-3-29-Trawl-212,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-19,10.684,Kilograms,Total,17,Total,NA,NA,NA
IYS2022-TINRO-3-1-Trawl,IYS2022-TINRO-3-1-Trawl-213,NA,Oncorhynchus kisutch,species,immature,Coho Salmon,Aleksey Somov,2022-03-02,0.318,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-30-Trawl,IYS2022-TINRO-3-30-Trawl-214,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-19,3.65,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-30-Trawl,IYS2022-TINRO-3-30-Trawl-215,NA,Oncorhynchus kisutch,species,immature,Coho Salmon,Aleksey Somov,2022-03-19,0.396,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-30-Trawl,IYS2022-TINRO-3-30-Trawl-216,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-19,1.734,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-30-Trawl,IYS2022-TINRO-3-30-Trawl-217,NA,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-19,0.581,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-218,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-20,30,Kilograms,Total,10,Total,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-219,NA,Tarletonbeania crenularis,species,adult,NA,Aleksey Somov,2022-03-20,0.009,Kilograms,Total,4,Total,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-220,NA,Lamna ditropis,species,adult,NA,Aleksey Somov,2022-03-20,65,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-221,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-20,2.228,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-TINRO-3-31-Trawl,IYS2022-TINRO-3-31-Trawl-222,NA,Oncorhynchus kisutch,species,immature,Coho Salmon,Aleksey Somov,2022-03-20,2.025,Kilograms,Total,5,Total,NA,NA,NA
IYS2022-TINRO-3-32-Trawl,IYS2022-TINRO-3-32-Trawl-223,NA,Aequorea sp.,genus,adult,NA,Aleksey Somov,2022-03-20,1.625,Kilograms,Total,NA,NA,NA,NA,NA
IYS2022-TINRO-3-32-Trawl,IYS2022-TINRO-3-32-Trawl-224,NA,Chrysaora melanaster,species,adult,NA,Aleksey Somov,2022-03-20,0.045,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-TINRO-3-32-Trawl,IYS2022-TINRO-3-32-Trawl-225,NA,Phacellophora camtshchatica,species,adult,NA,Aleksey Somov,2022-03-20,0.45,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-32-Trawl,IYS2022-TINRO-3-32-Trawl-226,NA,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-20,0.827,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-TINRO-3-32-Trawl,IYS2022-TINRO-3-32-Trawl-227,NA,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-20,1.175,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-NW-2-1-CanTrawl,IYS2022-NW-2-1-CanTrawl-1,Threespine stickleback,Gasterosteus aculeatus,NA,None,NA,NA,NA,0.05,Kilograms,Total,9,Total,NA,NA,NA
IYS2022-NW-2-1-CanTrawl,IYS2022-NW-2-1-CanTrawl-2,Capelin,Mallotus villosus,NA,None,NA,NA,NA,0.116,Kilograms,Total,9,Total,NA,NA,NA
IYS2022-NW-2-1-CanTrawl,IYS2022-NW-2-1-CanTrawl-3,Aurelia sp.,Aurelia sp.,NA,None,NA,NA,NA,0.326,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-NW-2-2-CanTrawl,IYS2022-NW-2-2-CanTrawl-1,Threespine stickleback,Gasterosteus aculeatus,NA,None,NA,NA,NA,8.3,Kilograms,Total,1392.2581,Total,NA,NA,NA
IYS2022-NW-2-2-CanTrawl,IYS2022-NW-2-2-CanTrawl-2,Chum salmon,Oncorhynchus keta,NA,Immature,NA,NA,NA,13.11,Kilograms,Total,8,Total,NA,NA,NA
IYS2022-NW-2-2-CanTrawl,IYS2022-NW-2-2-CanTrawl-3,Sockeye salmon,Oncorhynchus nerka,NA,Immature,NA,NA,NA,25.84,Kilograms,Total,17,Total,NA,NA,NA
IYS2022-NW-2-2-CanTrawl,IYS2022-NW-2-2-CanTrawl-4,Phacellophora camtchatica,Phacellophora camtchatica,NA,None,NA,NA,NA,0.9,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-NW-2-2-CanTrawl,IYS2022-NW-2-2-CanTrawl-5,Aurelia sp.,Aurelia sp.,NA,None,NA,NA,NA,0.21,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-NW-2-2-CanTrawl,IYS2022-NW-2-2-CanTrawl-6,Gonatus kamtschaticus,Gonatus kamtschaticus,NA,None,NA,NA,NA,0.14500000000000002,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-NW-2-3-CanTrawl,IYS2022-NW-2-3-CanTrawl-1,Threespine stickleback,Gasterosteus aculeatus,NA,None,NA,NA,NA,4.71,Kilograms,Total,923.8846,Total,NA,NA,NA
IYS2022-NW-2-3-CanTrawl,IYS2022-NW-2-3-CanTrawl-2,Chum salmon,Oncorhynchus keta,NA,Immature,NA,NA,NA,5.81,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-NW-2-3-CanTrawl,IYS2022-NW-2-3-CanTrawl-3,Sockeye salmon,Oncorhynchus nerka,NA,Immature,NA,NA,NA,11.21,Kilograms,Total,8,Total,NA,NA,NA
IYS2022-NW-2-3-CanTrawl,IYS2022-NW-2-3-CanTrawl-4,Chrysaora melanaster,Chrysaora melanaster,NA,None,NA,NA,NA,1.57,Kilograms,Total,15,Total,NA,NA,NA
IYS2022-NW-2-3-CanTrawl,IYS2022-NW-2-3-CanTrawl-5,Phacellophora camtchatica,Phacellophora camtchatica,NA,None,NA,NA,NA,0.09,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-NW-2-3-CanTrawl,IYS2022-NW-2-3-CanTrawl-6,Aequorea sp.,Aequorea sp.,NA,None,NA,NA,NA,1.96,Kilograms,Total,0,Total,NA,NA,NA
IYS2022-NW-2-4-CanTrawl,IYS2022-NW-2-4-CanTrawl-1,Chum salmon,Oncorhynchus keta,NA,Immature,NA,NA,NA,1.2,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-NW-2-4-CanTrawl,IYS2022-NW-2-4-CanTrawl-2,Sockeye salmon,Oncorhynchus nerka,NA,Immature,NA,NA,NA,1.57,Kilograms,Total,2,Total,NA,NA,NA
IYS2022-NW-2-4-CanTrawl,IYS2022-NW-2-4-CanTrawl-3,Chrysaora melanaster,Chrysaora melanaster,NA,None,NA,NA,NA,0.49,Kilograms,Total,3,Total,NA,NA,NA
IYS2022-NW-2-4-CanTrawl,IYS2022-NW-2-4-CanTrawl-4,Phacellophora camtchatica,Phacellophora camtchatica,NA,None,NA,NA,NA,0.97,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-NW-2-4-CanTrawl,IYS2022-NW-2-4-CanTrawl-5,Aequorea sp.,Aequorea sp.,NA,None,NA,NA,NA,7.24,Kilograms,Total,46.9259,Total,NA,NA,NA
IYS2022-NW-2-4-CanTrawl,IYS2022-NW-2-4-CanTrawl-6,Aurelia sp.,Aurelia sp.,NA,None,NA,NA,NA,0.16,Kilograms,Total,1,Total,NA,NA,NA
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1,Chum salmon,Oncorhynchus keta,NA,Immature,NA,NA,NA,25.42,Kilograms,Total,23,Total,NA,NA,NA
