Station_Event_ID,Instrument_Type,Instrument_Model,Sampling_Depth_Dbar,sea_water_temperature,sea_water_salinity,sea_water_conductivity,sea_water_EC25,sea_water_density,sea_water_sigmaT,sea_water_turbidity,sea_water_chl_fluorescence,sea_water_chl_concentration,sea_water_dissolvedO2,sea_water_dissolvedO2_sat,sea_water_pH,sea_water_BOD5,Comments
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,373,4.027,33.95,NA,NA,1028.6807711099,26.9508094223456,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,374,4.029,33.951,NA,NA,1028.68596680046,26.951408709599,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,375,4.029,33.952,NA,NA,1028.69138567296,26.9522116509354,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,376,4.026,33.953,NA,NA,1028.69713960219,26.9533200634992,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,377,4.024,33.954,NA,NA,1028.70278177115,26.9543266007583,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,378,4.023,33.955,NA,NA,1028.70831216864,26.9552313317677,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,379,4.021,33.957,NA,NA,1028.71474667425,26.9570333102013,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,380,4.021,33.958,NA,NA,1028.72016518693,26.9578362731909,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,381,4.021,33.959,NA,NA,1028.72558358567,26.9586392387057,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,382,4.02,33.96,NA,NA,1028.73111367769,26.9595439544225,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,383,4.017,33.962,NA,NA,1028.73765973482,26.9614476147983,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,384,4.013,33.963,NA,NA,1028.7435250923,26.9626573379819,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,385,4.008,33.964,NA,NA,1028.74950211673,26.9639684886567,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,386,4.005,33.966,NA,NA,1028.75604799195,26.9658717891473,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,387,4.004,33.967,NA,NA,1028.76157788801,26.9667763536963,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,388,4.003,33.968,NA,NA,1028.76710771278,26.96768091083,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,389,4.003,33.969,NA,NA,1028.77252567424,26.9684839167071,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,390,4.003,33.97,NA,NA,1028.77794352177,26.969286925106,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,391,4,33.97,NA,NA,1028.7829043462,26.9695989710972,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,392,3.996,33.972,NA,NA,1028.78956174374,26.9716035256281,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,393,3.993,33.973,NA,NA,1028.79531486078,26.9727109041683,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,394,3.992,33.974,NA,NA,1028.80084433508,26.9736153618717,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,395,3.99,33.975,NA,NA,1028.80648555268,26.9746212178482,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,396,3.988,33.977,NA,NA,1028.81291912681,26.9764226353107,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,397,3.983,33.979,NA,NA,1028.81968805732,26.9785280468684,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,398,3.981,33.98,NA,NA,1028.82532912609,26.9795337216804,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,399,3.979,33.981,NA,NA,1028.83097014283,26.9805393550578,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,400,3.978,33.983,NA,NA,1028.83729171031,26.9822393204968,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,401,3.977,33.984,NA,NA,1028.8428207954,26.9831436485247,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,402,3.974,33.986,NA,NA,1028.84936587484,26.9850460842335,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,403,3.971,33.987,NA,NA,1028.85511849611,26.9861527833614,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,404,3.97,33.989,NA,NA,1028.86143982359,26.9878527069493,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,405,3.968,33.99,NA,NA,1028.8670805185,26.9888581330704,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,406,3.967,33.991,NA,NA,1028.87260931532,26.9897623758343,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,407,3.966,33.992,NA,NA,1028.8781380409,26.9906666111804,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,408,3.963,33.994,NA,NA,1028.88468282617,26.9925687473301,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,409,3.961,33.995,NA,NA,1028.89032330737,26.9935740368387,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,410,3.96,33.996,NA,NA,1028.89585186099,26.9944782203479,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,411,3.959,33.998,NA,NA,1028.90217272076,26.9961780899825,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,412,3.958,33.999,NA,NA,1028.90770112722,26.9970822620382,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,413,3.957,33.999,NA,NA,1028.91243709444,26.9971907263664,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,414,3.956,34,NA,NA,1028.91796536312,26.9980948802024,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,415,3.955,34.001,NA,NA,1028.92349356058,26.9989990266199,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,416,3.955,34.002,NA,NA,1028.92890970655,26.9998021549477,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,417,3.953,34.003,NA,NA,1028.93454974183,27.0008072971984,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,418,3.952,34.003,NA,NA,1028.93928538135,27.0009157044162,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,419,3.95,34.004,NA,NA,1028.94492531099,27.0019207807018,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,420,3.95,34.005,NA,NA,1028.95034114466,27.0027239237133,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,421,3.95,34.006,NA,NA,1028.95575686444,27.003527069237,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,422,3.949,34.007,NA,NA,1028.96128455258,27.0044311713257,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,423,3.949,34.008,NA,NA,1028.96670007177,27.0052343229306,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,424,3.949,34.008,NA,NA,1028.97132316925,27.0052417482775,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,425,3.948,34.009,NA,NA,1028.97685061747,27.0061458467007,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,426,3.946,34.01,NA,NA,1028.98249014772,27.0071508571164,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,427,3.944,34.011,NA,NA,1028.98812962607,27.0081558260872,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,428,3.942,34.012,NA,NA,1028.99376905255,27.0091607536124,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,429,3.94,34.014,NA,NA,1029.00020072222,27.0109613963052,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,430,3.938,34.015,NA,NA,1029.00584004293,27.0119662470529,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,431,3.937,34.016,NA,NA,1029.0113671367901,27.0128702493912,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,432,3.936,34.018,NA,NA,1029.01768644344,27.0145700140897,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,433,3.935,34.019,NA,NA,1029.02321339024,27.0154740049704,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,434,3.934,34.02,NA,NA,1029.02874026587,27.0163779884301,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,435,3.934,34.021,NA,NA,1029.03415481898,27.0171811866842,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,436,3.934,34.022,NA,NA,1029.03956925823,27.0179843874473,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,437,3.935,34.022,NA,NA,1029.0440790164,27.0178910229924,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,438,3.935,34.023,NA,NA,1029.04949320814,27.0186942270623,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,439,3.935,34.023,NA,NA,1029.05411505119,27.0187016568393,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,440,3.934,34.024,NA,NA,1029.05964141615,27.0196056549341,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,441,3.933,34.024,NA,NA,1029.06437548477,27.0197138623178,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,442,3.932,34.025,NA,NA,1029.0699017121,27.0206178421829,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,443,3.931,34.026,NA,NA,1029.07542786827,27.0215218146254,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,444,3.93,34.027,NA,NA,1029.08095395329,27.0224257796453,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,445,3.93,34.029,NA,NA,1029.08715970252,27.0240247993565,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,446,3.93,34.031,NA,NA,1029.09336532351,27.0256238231646,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,447,3.926,34.032,NA,NA,1029.09922866891,27.0268299410707,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,448,3.922,34.034,NA,NA,1029.10588413485,27.0288316956671,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,449,3.92,34.036,NA,NA,1029.11231459409,27.0306320506324,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,450,3.92,34.037,NA,NA,1029.11772781274,27.0314353019846,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,451,3.919,34.039,NA,NA,1029.12404563318,27.0331350138292,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,452,3.919,34.04,NA,NA,1029.12945864401,27.0339382719069,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,453,3.918,34.041,NA,NA,1029.13498411182,27.0348421540778,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,454,3.917,34.042,NA,NA,1029.14050950851,27.0357460288249,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,455,3.916,34.043,NA,NA,1029.14603483407,27.0366498961482,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,456,3.916,34.044,NA,NA,1029.15144747118,27.0374531674277,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,457,3.916,34.044,NA,NA,1029.15606784045,27.0374605998925,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,458,3.916,34.045,NA,NA,1029.16148025731,27.0382638755295,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,459,3.916,34.046,NA,NA,1029.16689256038,27.039067153672,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,460,3.915,34.046,NA,NA,1029.17162533863,27.0391751787131,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,461,3.911,34.047,NA,NA,1029.1774883234,27.0403806955901,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,462,3.907,34.049,NA,NA,1029.18414336623,27.0423818995637,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,463,3.905,34.052,NA,NA,1029.19136512569,27.0449779058299,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,464,3.906,34.054,NA,NA,1029.19745655297,27.046476603914,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,465,3.902,34.055,NA,NA,1029.20331935553,27.0476817698727,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,466,3.897,34.057,NA,NA,1029.21008689923,27.0497830417789,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,467,3.896,34.059,NA,NA,1029.21640361659,27.0514826459046,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,468,3.897,34.061,NA,NA,1029.22249479487,27.0529814895933,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,469,3.898,34.062,NA,NA,1029.22779365806,27.0536844176704,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,470,3.899,34.063,NA,NA,1029.23309234148,27.0543873340755,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,471,3.899,34.063,NA,NA,1029.23771159896,27.0543947658589,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,472,3.898,34.064,NA,NA,1029.24323571254,27.0552985095155,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,473,3.898,34.064,NA,NA,1029.24785478934,27.0553059429524,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,474,3.898,34.065,NA,NA,1029.25326584531,27.0561092803455,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,475,3.898,34.066,NA,NA,1029.25867678752,27.0569126202408,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,476,3.899,34.067,NA,NA,1029.2639746454,27.0576155494541,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,477,3.898,34.067,NA,NA,1029.26870627479,27.057723403097,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,478,3.896,34.069,NA,NA,1029.27513494649,27.0595234493996,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,479,3.898,34.07,NA,NA,1029.28031941883,27.060126004842,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,480,3.9,34.071,NA,NA,1029.28550362225,27.0607285103513,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,481,3.9,34.072,NA,NA,1029.29091382767,27.0615318631399,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,482,3.899,34.073,NA,NA,1029.29643706451,27.0624356500209,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,483,3.899,34.074,NA,NA,1029.30184706962,27.0632390088726,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,484,3.899,34.075,NA,NA,1029.307256961,27.0640423702268,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,485,3.899,34.075,NA,NA,1029.31187474424,27.0640498271425,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,486,3.898,34.076,NA,NA,1029.31739765497,27.064953613891,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,487,3.895,34.077,NA,NA,1029.32314696969,27.0660581771831,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,488,3.893,34.077,NA,NA,1029.32799101688,27.0662663650021,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,489,3.892,34.078,NA,NA,1029.3335137657,27.0671700931123,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,490,3.886,34.078,NA,NA,1029.33881059715,27.0677793789407,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,491,3.879,34.079,NA,NA,1029.34501235404,27.0692843662471,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,492,3.874,34.08,NA,NA,1029.35098760661,27.070588551049,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,493,3.872,34.082,NA,NA,1029.35741543767,27.0723881763402,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,494,3.872,34.083,NA,NA,1029.36282493976,27.0731915900399,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,495,3.871,34.084,NA,NA,1029.3683474953,27.0740951087334,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,496,3.871,34.086,NA,NA,1029.374548785,27.0756945189112,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,497,3.866,34.088,NA,NA,1029.38131590629,27.0777943028452,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,498,3.865,34.089,NA,NA,1029.38683828601,27.0786977730584,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,499,3.864,34.089,NA,NA,1029.39156860993,27.0788052240243,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,500,3.864,34.09,NA,NA,1029.39697763968,27.0796086618709,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,501,3.861,34.09,NA,NA,1029.40193426245,27.0799160905397,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,502,3.854,34.091,NA,NA,1029.40813551545,27.0814191241257,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,503,3.846,34.091,NA,NA,1029.41365755644,27.0822253307388,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,504,3.842,34.093,NA,NA,1029.42031099826,27.0842239822809,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,505,3.842,34.094,NA,NA,1029.42572006461,27.0850274554218,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,506,3.84,34.094,NA,NA,1029.43056324334,27.0852343424528,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,507,3.831,34.095,NA,NA,1029.43698979169,27.0869349280931,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,508,3.826,34.096,NA,NA,1029.44296391206,27.0882363951678,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,509,3.824,34.098,NA,NA,1029.4493909917,27.0900351298901,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,510,3.821,34.1,NA,NA,1029.45593101221,27.0919333539023,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,511,3.818,34.1,NA,NA,1029.460886941,27.0922392052928,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,512,3.816,34.101,NA,NA,1029.46652185481,27.0932416482465,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,513,3.813,34.102,NA,NA,1029.47226969916,27.0943434718727,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,514,3.81,34.103,NA,NA,1029.47801748834,27.0954451958098,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,515,3.808,34.104,NA,NA,1029.48365225574,27.0964474681623,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,516,3.807,34.105,NA,NA,1029.48917398953,27.0973503581242,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,517,3.806,34.106,NA,NA,1029.49469565237,27.0982532406531,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,518,3.806,34.106,NA,NA,1029.49931222015,27.0982606022444,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,519,3.804,34.107,NA,NA,1029.5049467681,27.0992627947494,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,520,3.8,34.107,NA,NA,1029.51001531334,27.0996672978974,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,521,3.793,34.108,NA,NA,1029.51621469347,27.1011653951462,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,522,3.787,34.109,NA,NA,1029.52230086358,27.1025638179142,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,523,3.782,34.11,NA,NA,1029.52827395133,27.1038627802729,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,524,3.778,34.111,NA,NA,1029.53413404949,27.1050624601121,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,525,3.773,34.112,NA,NA,1029.54010690376,27.1063609044452,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,526,3.77,34.114,NA,NA,1029.54664603593,27.108257559609,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,527,3.77,34.115,NA,NA,1029.55205456647,27.1090611642965,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,528,3.771,34.117,NA,NA,1029.55814211465,27.110562140145,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,529,3.769,34.118,NA,NA,1029.56377620643,27.1115635776871,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,530,3.768,34.118,NA,NA,1029.56850532482,27.1116697940727,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,531,3.767,34.119,NA,NA,1029.57402638924,27.1125722942249,NA,NA,NA,NA,NA,NA,NA,NA
IYS2022-TINRO-3-10-CTD,CTD,SeaBird911,532,3.766,34.119,NA,NA,1029.5787553802,27.1126784858309,NA,NA,NA,NA,NA,NA,NA,NA
