specimen_id,IAgroup
IYS2022-NW-2-18-Trawl-1-22,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-23,NorthernRussia
IYS2022-NW-2-18-Trawl-1-24,NorthernRussia
IYS2022-NW-2-18-Trawl-1-25,NorthernRussia
IYS2022-NW-2-18-Trawl-1-26,NorthernRussia
IYS2022-NW-2-18-Trawl-1-27,NorthernRussia
IYS2022-NW-2-18-Trawl-1-29,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-30,NorthernRussia
IYS2022-NW-2-18-Trawl-1-31,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-32,NorthernRussia
IYS2022-NW-2-18-Trawl-1-33,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-34,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-35,NorthernRussia
IYS2022-NW-2-18-Trawl-1-36,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-37,NorthernRussia
IYS2022-NW-2-18-Trawl-1-39,NorthernRussia
IYS2022-NW-2-18-Trawl-1-40,NorthernRussia
IYS2022-NW-2-18-Trawl-1-41,NorthernRussia
IYS2022-NW-2-18-Trawl-1-42,NorthernRussia
IYS2022-NW-2-18-Trawl-1-43,NorthernRussia
IYS2022-NW-2-18-Trawl-1-44,NorthernRussia
IYS2022-NW-2-18-Trawl-1-45,NorthernRussia
IYS2022-NW-2-18-Trawl-1-46,NorthernRussia
IYS2022-NW-2-18-Trawl-1-47,NorthernRussia
IYS2022-NW-2-18-Trawl-1-48,NorthernRussia
IYS2022-NW-2-18-Trawl-1-49,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-50,NorthernRussia
IYS2022-NW-2-18-Trawl-1-51,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-52,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-53,NorthernRussia
IYS2022-NW-2-18-Trawl-1-54,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-55,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-56,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-57,NorthernRussia
IYS2022-NW-2-18-Trawl-1-58,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-59,NorthernRussia
IYS2022-NW-2-18-Trawl-1-60,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-61,NorthernRussia
IYS2022-NW-2-18-Trawl-1-62,NorthernRussia
IYS2022-NW-2-18-Trawl-1-77,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-64,NorthernRussia
IYS2022-NW-2-18-Trawl-1-65,NorthernRussia
IYS2022-NW-2-18-Trawl-1-66,NorthernRussia
IYS2022-NW-2-18-Trawl-1-67,NorthernRussia
IYS2022-NW-2-18-Trawl-1-68,NorthernRussia
IYS2022-NW-2-18-Trawl-1-69,NorthernRussia
IYS2022-NW-2-18-Trawl-1-70,NorthernRussia
IYS2022-NW-2-18-Trawl-1-71,NorthernRussia
IYS2022-NW-2-18-Trawl-1-72,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-Trawl-1-73,NorthernRussia
IYS2022-NW-2-18-Trawl-1-74,NorthernRussia
IYS2022-NW-2-18-Trawl-1-75,NorthernRussia
IYS2022-NW-2-18-Trawl-1-76,Japan/Korea/SouthernRussia
IYS2022-NW-2-19-Trawl-4-1,WesternAK
IYS2022-NW-2-19-Trawl-4-2,Japan/Korea/SouthernRussia
IYS2022-NW-2-19-Trawl-4-3,NorthernRussia
IYS2022-NW-2-19-Trawl-4-4,NorthernRussia
IYS2022-NW-2-19-Trawl-4-5,SouthernBC/WA
IYS2022-NW-2-20-Trawl-1-38,SEAK/NorthernBC
IYS2022-NW-2-20-Trawl-1-39,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-Trawl-1-40,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-Trawl-1-41,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-Trawl-1-42,SouthernBC/WA
IYS2022-NW-2-20-Trawl-1-43,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-Trawl-1-44,NorthernRussia
IYS2022-NW-2-20-Trawl-1-45,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-Trawl-1-46,NorthernRussia
IYS2022-NW-2-20-Trawl-1-47,NorthernRussia
IYS2022-NW-2-20-Trawl-1-48,SEAK/NorthernBC
IYS2022-NW-2-20-Trawl-1-49,NorthernRussia
IYS2022-NW-2-20-Trawl-1-50,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-Trawl-1-51,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-Trawl-1-52,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-Trawl-1-53,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-Trawl-1-54,NorthernRussia
IYS2022-NW-2-20-Trawl-1-55,NorthernRussia
IYS2022-NW-2-21-Trawl-2-4,Japan/Korea/SouthernRussia
IYS2022-NW-2-21-Trawl-2-5,NAKPen/WesternGOA
IYS2022-NW-2-22-Trawl-4-1,SEAK/NorthernBC
IYS2022-NW-2-22-Trawl-4-2,NorthernRussia
IYS2022-NW-2-22-Trawl-4-3,NorthernRussia
IYS2022-NW-2-22-Trawl-4-4,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-5,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-6,NorthernRussia
IYS2022-NW-2-22-Trawl-4-7,NorthernRussia
IYS2022-NW-2-22-Trawl-4-8,WesternAK
IYS2022-NW-2-22-Trawl-4-9,NorthernRussia
IYS2022-NW-2-22-Trawl-4-10,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-11,NorthernRussia
IYS2022-NW-2-22-Trawl-4-12,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-13,NorthernRussia
IYS2022-NW-2-22-Trawl-4-14,NorthernRussia
IYS2022-NW-2-22-Trawl-4-15,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-16,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-17,SEAK/NorthernBC
IYS2022-NW-2-22-Trawl-4-18,WesternAK
IYS2022-NW-2-22-Trawl-4-19,NorthernRussia
IYS2022-NW-2-22-Trawl-4-20,NorthernRussia
IYS2022-NW-2-22-Trawl-4-21,NorthernRussia
IYS2022-NW-2-22-Trawl-4-22,WesternAK
IYS2022-NW-2-22-Trawl-4-23,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-24,SouthernBC/WA
IYS2022-NW-2-22-Trawl-4-25,NorthernRussia
IYS2022-NW-2-22-Trawl-4-26,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-27,NorthernRussia
IYS2022-NW-2-22-Trawl-4-28,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-29,NorthernRussia
IYS2022-NW-2-22-Trawl-4-30,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-31,NorthernRussia
IYS2022-NW-2-22-Trawl-4-32,NorthernRussia
IYS2022-NW-2-22-Trawl-4-33,SEAK/NorthernBC
IYS2022-NW-2-22-Trawl-4-34,NorthernRussia
IYS2022-NW-2-22-Trawl-4-35,NorthernRussia
IYS2022-NW-2-22-Trawl-4-36,NorthernRussia
IYS2022-NW-2-22-Trawl-4-37,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-38,NorthernRussia
IYS2022-NW-2-22-Trawl-4-39,NorthernRussia
IYS2022-NW-2-22-Trawl-4-40,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-41,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-42,NorthernRussia
IYS2022-NW-2-22-Trawl-4-43,NorthernRussia
IYS2022-NW-2-22-Trawl-4-44,NorthernRussia
IYS2022-NW-2-22-Trawl-4-46,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-Trawl-4-47,NorthernRussia
IYS2022-NW-2-22-Trawl-4-48,NorthernRussia
IYS2022-Shimada-4-3-Trawl-3-1,SEAK/NorthernBC
IYS2022-Shimada-4-20-Trawl-4-6,NorthernRussia
IYS2022-Shimada-4-20-Trawl-4-7,NAKPen/WesternGOA
IYS2022-Shimada-4-20-Trawl-4-8,SouthernBC/WA
IYS2022-Shimada-4-20-Trawl-4-9,NorthernRussia
IYS2022-Shimada-4-20-Trawl-4-10,SouthernBC/WA
IYS2022-Shimada-4-20-Trawl-4-11,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-21-Trawl-5-2,WesternAK
IYS2022-Shimada-4-21-Trawl-5-3,WesternAK
IYS2022-Shimada-4-21-Trawl-5-4,SEAK/NorthernBC
IYS2022-Shimada-4-3-Trawl-3-2,SEAK/NorthernBC
IYS2022-Shimada-4-21-Trawl-5-5,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-21-Trawl-5-6,NorthernRussia
IYS2022-Shimada-4-21-Trawl-5-7,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-21-Trawl-5-8,NorthernRussia
IYS2022-Shimada-4-22-Trawl-4-1,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-2,WesternAK
IYS2022-Shimada-4-22-Trawl-4-3,NorthernRussia
IYS2022-Shimada-4-22-Trawl-4-4,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-5,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-6,SEAK/NorthernBC
IYS2022-Shimada-4-3-Trawl-3-3,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-7,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-8,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-9,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-11,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-12,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-13,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-14,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-15,NorthernRussia
IYS2022-Shimada-4-19-Trawl-6-1,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-17,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-18,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-19,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-20,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-22,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-23,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-24,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-25,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-26,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-20-Trawl-4-1,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-27,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-28,NorthernRussia
IYS2022-Shimada-4-22-Trawl-4-29,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-24-Trawl-7-1,WesternAK
IYS2022-Shimada-4-25-Trawl-4-1,SEAK/NorthernBC
IYS2022-Shimada-4-25-Trawl-4-2,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-25-Trawl-4-3,SEAK/NorthernBC
IYS2022-Shimada-4-25-Trawl-4-4,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-25-Trawl-4-5,SEAK/NorthernBC
IYS2022-Shimada-4-20-Trawl-4-2,WesternAK
IYS2022-Shimada-4-25-Trawl-4-6,NAKPen/WesternGOA
IYS2022-Shimada-4-25-Trawl-4-7,SEAK/NorthernBC
IYS2022-Shimada-4-26-Trawl-8-2,NAKPen/WesternGOA
IYS2022-Shimada-4-27-Trawl-4-1,WesternAK
IYS2022-Shimada-4-27-Trawl-4-2,SEAK/NorthernBC
IYS2022-Shimada-4-20-Trawl-4-3,NorthernRussia
IYS2022-Shimada-4-20-Trawl-4-4,WesternAK
IYS2022-Shimada-4-20-Trawl-4-5,NorthernRussia
IYS2022-Franklin-5-47-135-Trawl-112-0005,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0006,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0007,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0008,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0009,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0010,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0011,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0012,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0013,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0014,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0015,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0016,SouthernBC/WA
IYS2022-Franklin-5-47-135-Trawl-112-0017,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0018,SouthernBC/WA
IYS2022-Franklin-5-47-135-Trawl-112-0019,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0020,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0021,SEAK/NorthernBC
IYS2022-Franklin-5-47-138-Trawl-112-0024,SEAK/NorthernBC
IYS2022-Franklin-5-47-138-Trawl-112-0026,WesternAK
IYS2022-Franklin-5-47-138-Trawl-112-0027,WesternAK
IYS2022-Franklin-5-48-138-Trawl-108-0030,SouthernBC/WA
IYS2022-Franklin-5-48-138-Trawl-112-0032,SEAK/NorthernBC
IYS2022-Franklin-5-48-138-Trawl-112-0033,SEAK/NorthernBC
IYS2022-Franklin-5-48-138-Trawl-112-0035,SEAK/NorthernBC
IYS2022-Franklin-5-48-138-Trawl-112-0036,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0037,NorthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0038,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0039,SouthernBC/WA
IYS2022-Franklin-5-49-141-Trawl-112-0043,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0044,SouthernBC/WA
IYS2022-Franklin-5-49-141-Trawl-112-0045,NAKPen/WesternGOA
IYS2022-Franklin-5-49-141-Trawl-112-0046,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0047,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0048,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0049,WesternAK
IYS2022-Franklin-5-49-141-Trawl-112-0050,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0051,SouthernBC/WA
IYS2022-Franklin-5-49-141-Trawl-112-0053,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0054,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0055,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0056,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0057,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0058,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0059,SouthernBC/WA
IYS2022-Franklin-5-48-141-Trawl-112-0060,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-48-141-Trawl-112-0061,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-48-141-Trawl-112-0062,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0063,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0064,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0065,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0066,NAKPen/WesternGOA
IYS2022-Franklin-5-48-141-Trawl-112-0067,NAKPen/WesternGOA
IYS2022-Franklin-5-48-141-Trawl-112-0068,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0069,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0070,SEAK/NorthernBC
IYS2022-Franklin-5-47-141-Trawl-112-0076,SEAK/NorthernBC
IYS2022-Franklin-5-47-144-Trawl-112-0077,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-48-144-Trawl-112-0078,SEAK/NorthernBC
IYS2022-Franklin-5-52-141-Trawl-112-0080,SEAK/NorthernBC
IYS2022-Franklin-5-52-141-Trawl-112-0081,SEAK/NorthernBC
IYS2022-Franklin-5-53-141-Trawl-112-0082,WesternAK
IYS2022-Franklin-5-53-138-Trawl-112-0084,NAKPen/WesternGOA
IYS2022-Franklin-5-55-138-Trawl-112-0085,SEAK/NorthernBC
IYS2022-Franklin-5-54-138-Trawl-112-0086,SouthernBC/WA
IYS2022-Franklin-5-54-138-Trawl-112-0087,SEAK/NorthernBC
IYS2022-Franklin-5-57-144-Trawl-112-0088,SEAK/NorthernBC
IYS2022-Franklin-5-57-144-Trawl-112-0089,NorthernRussia
IYS2022-TINRO-3-1-Trawl-3-2,Western_AK_BBay
IYS2022-TINRO-3-1-Trawl-3-3,Western_AK_BBay
IYS2022-TINRO-3-2-Trawl-12-5,BC_WA
IYS2022-TINRO-3-2-Trawl-12-6,BC_WA
IYS2022-TINRO-3-2-Trawl-12-7,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-2-Trawl-12-8,Western_AK_BBay
IYS2022-TINRO-3-2-Trawl-12-9,Western_AK_BBay
IYS2022-TINRO-3-2-Trawl-12-12,Western_AK_BBay
IYS2022-TINRO-3-3-Trawl-18-21,PWS_CopperR_SEAK
IYS2022-TINRO-3-4-Trawl-28-24,Western_AK_BBay
IYS2022-TINRO-3-4-Trawl-28-25,PWS_CopperR_SEAK
IYS2022-TINRO-3-4-Trawl-28-26,Cook_Inlet
IYS2022-TINRO-3-10-Trawl-58-40,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-41,Cook_Inlet
IYS2022-TINRO-3-10-Trawl-58-42,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-43,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-44,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-58-45,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-46,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-47,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-59-48,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-58-50,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-52,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-58-53,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-54,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-55,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-57,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-58,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-58-59,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-60,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-63,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-58-64,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-65,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-66,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-67,Cook_Inlet
IYS2022-TINRO-3-10-Trawl-59-68,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-58-69,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-58-70,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-58-71,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-58-72,Cook_Inlet
IYS2022-TINRO-3-10-Trawl-58-74,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-75,Cook_Inlet
IYS2022-TINRO-3-10-Trawl-58-76,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-77,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-78,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-10-Trawl-59-79,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-80,Cook_Inlet
IYS2022-TINRO-3-10-Trawl-58-83,Western_AK_BBay
IYS2022-TINRO-3-10-Trawl-58-84,Western_AK_BBay
IYS2022-TINRO-3-12-Trawl-78-92,Western_AK_BBay
IYS2022-TINRO-3-12-Trawl-78-96,Western_AK_BBay
IYS2022-TINRO-3-12-Trawl-78-97,Western_AK_BBay
IYS2022-TINRO-3-12-Trawl-78-98,Western_AK_BBay
IYS2022-TINRO-3-12-Trawl-78-99,Western_AK_BBay
IYS2022-TINRO-3-12-Trawl-79-100,Cook_Inlet
IYS2022-TINRO-3-12-Trawl-79-101,PWS_CopperR_SEAK
IYS2022-TINRO-3-12-Trawl-79-103,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-134,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-136,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-137,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-138,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-87-160,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-87-161,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-13-Trawl-87-163,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-139,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-87-165,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-140,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-141,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-87-166,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-143,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-87-168,Cook_Inlet
IYS2022-TINRO-3-13-Trawl-87-169,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-13-Trawl-87-170,Cook_Inlet
IYS2022-TINRO-3-13-Trawl-88-144,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-145,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-146,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-147,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-87-172,PWS_CopperR_SEAK
IYS2022-TINRO-3-13-Trawl-87-173,Cook_Inlet
IYS2022-TINRO-3-13-Trawl-87-174,Cook_Inlet
IYS2022-TINRO-3-13-Trawl-87-175,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-148,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-149,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-150,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-152,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-87-176,Cook_Inlet
IYS2022-TINRO-3-13-Trawl-87-177,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-154,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-155,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-156,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-87-179,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-87-180,BC_WA
IYS2022-TINRO-3-13-Trawl-87-181,BC_WA
IYS2022-TINRO-3-13-Trawl-87-182,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-13-Trawl-87-183,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-157,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-13-Trawl-88-158,Western_AK_BBay
IYS2022-TINRO-3-13-Trawl-88-159,Western_AK_BBay
IYS2022-TINRO-3-14-Trawl-98-197,Western_AK_BBay
IYS2022-TINRO-3-14-Trawl-98-198,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-14-Trawl-98-199,BC_WA
IYS2022-TINRO-3-15-Trawl-106-204,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-206,PWS_CopperR_SEAK
IYS2022-TINRO-3-15-Trawl-106-207,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-208,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-209,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-210,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-211,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-212,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-213,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-214,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-215,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-216,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-217,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-218,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-219,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-220,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-15-Trawl-106-221,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-15-Trawl-106-222,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-223,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-106-224,Western_AK_BBay
IYS2022-TINRO-3-15-Trawl-107-226,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-17-Trawl-123-240,Western_AK_BBay
IYS2022-TINRO-3-17-Trawl-123-241,Western_AK_BBay
IYS2022-TINRO-3-17-Trawl-123-242,Western_AK_BBay
IYS2022-TINRO-3-17-Trawl-123-243,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-17-Trawl-123-244,Western_AK_BBay
IYS2022-TINRO-3-17-Trawl-123-245,Western_AK_BBay
IYS2022-TINRO-3-17-Trawl-123-247,Western_AK_BBay
IYS2022-TINRO-3-17-Trawl-123-248,Western_AK_BBay
IYS2022-TINRO-3-17-Trawl-124-249,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-18-Trawl-131-250,Western_AK_BBay
IYS2022-TINRO-3-18-Trawl-131-251,Western_AK_BBay
IYS2022-TINRO-3-18-Trawl-131-252,Western_AK_BBay
IYS2022-TINRO-3-18-Trawl-131-253,Western_AK_BBay
IYS2022-TINRO-3-19-Trawl-137-255,Western_AK_BBay
IYS2022-TINRO-3-19-Trawl-137-256,BC_WA
IYS2022-TINRO-3-20-Trawl-144-257,BC_WA
IYS2022-TINRO-3-22-Trawl-153-266,Western_AK_BBay
IYS2022-TINRO-3-22-Trawl-153-267,Western_AK_BBay
IYS2022-TINRO-3-22-Trawl-153-268,Western_AK_BBay
IYS2022-TINRO-3-22-Trawl-153-269,Western_AK_BBay
IYS2022-TINRO-3-22-Trawl-153-270,PWS_CopperR_SEAK
IYS2022-TINRO-3-22-Trawl-153-271,PWS_CopperR_SEAK
IYS2022-TINRO-3-22-Trawl-153-272,PWS_CopperR_SEAK
IYS2022-TINRO-3-22-Trawl-154-278,PWS_CopperR_SEAK
IYS2022-TINRO-3-22-Trawl-153-273,Western_AK_BBay
